"POSITION_ID";"POSITION_TYPE_ID";"DEPARTMENT_NAME";"NAME";"POSITION_TYPE";"STUDY_FORM";"PLAN_NAB";"PREDM";"CATEGORY";"ID_PREDM";"PREDM_EGE_ID";"EKZ_ORDER";"U_VUZ_SHORT"
"20200148";"1";"Юридический факультет";"Юриспруденция. Экспертная деятельность";"БЮДЖ";"Заочная";"1";"Основы гражданско-процессуальной и уголовно-процессуальной деятельности (тест)";"М";"2020051";"";"1";"МАГ"
"20200149";"1";"Юридический факультет";"Юриспруденция. Правотворческая  и правозащитная  деятельность";"БЮДЖ";"Заочная";"1";"Теория судебной экспертизы (тест)";"М";"2020063";"";"1";"МАГ"
"20200150";"1";"Юридический факультет";"Юриспруденция. Судебная деятельность ";"БЮДЖ";"Заочная";"3";"Теория государства и права (тест)";"М";"2020062";"";"1";"МАГ"
"20200151";"1";"Юридический факультет";"Юриспруденция. Административное, бюджетное и налоговое право";"БЮДЖ";"Заочная";"2";"Финансовое право (письменный экзамен)  ";"М";"2020065";"";"1";"МАГ"
"20200154";"3";"Исторический факультет";"История. Отечественная история (история России); Всеобщая история";"ПЛАТ";"Заочная";"45";"История России в контексте всемирной истории (письменный экзамен)";"М";"2020043";"";"1";"МАГ"
"20200159";"3";"Факультет культуры и искусств";"Социально-культурная деятельность";"ПЛАТ";"Заочная";"30";"Менеджмент в социально-культурной сфере (тест)";"М";"2020047";"";"1";"МАГ"
"20200160";"3";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура). Физическая культура для лиц с отклонениями в состоянии здоровья в учреждениях образования и социальной защиты";"ПЛАТ";"Заочная";"30";"Адаптивная физическая культура (тест)";"М";"2020036";"";"1";"МАГ"
"20200161";"3";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура). Спортивное администрирование";"ПЛАТ";"Заочная";"30";"Адаптивная физическая культура (тест)";"М";"2020036";"";"1";"МАГ"
"20200168";"3";"Экономический факультет";"Государственное и муниципальное управление";"ПЛАТ";"Заочная";"50";"Государственное и муниципальное управление (тест)";"М";"2020038";"";"1";"МАГ"
"20200169";"3";"Юридический факультет";"Юриспруденция. Политико-правовое администрирование";"ПЛАТ";"Заочная";"50";"Конституционное (государственное) право РФ  (письменный экзамен) ";"М";"2020045";"";"1";"МАГ"
"20200170";"3";"Юридический факультет";"Юриспруденция. Правоохранительная деятельность ";"ПЛАТ";"Заочная";"50";"Проблемы уголовного материального и процессуального права (письменный экзамен)  ";"М";"2020056";"";"1";"МАГ"
"20200171";"3";"Юридический факультет";"Юриспруденция. Гражданское и предпринимательское право";"ПЛАТ";"Заочная";"50";"Гражданское право (письменный экзамен)  ";"М";"2020039";"";"1";"МАГ"
"20200172";"3";"Юридический факультет";"Юриспруденция. Экспертная деятельность";"ПЛАТ";"Заочная";"50";"Основы гражданско-процессуальной и уголовно-процессуальной деятельности (тест)";"М";"2020051";"";"1";"МАГ"
"20200173";"3";"Юридический факультет";"Юриспруденция. Правотворческая  и правозащитная  деятельность";"ПЛАТ";"Заочная";"50";"Теория судебной экспертизы (тест)";"М";"2020063";"";"1";"МАГ"
"20200174";"3";"Юридический факультет";"Юриспруденция. Судебная деятельность ";"ПЛАТ";"Заочная";"50";"Теория государства и права (тест)";"М";"2020062";"";"1";"МАГ"
"20200175";"3";"Юридический факультет";"Юриспруденция. Административное, бюджетное и налоговое право";"ПЛАТ";"Заочная";"50";"Финансовое право (письменный экзамен)  ";"М";"2020065";"";"1";"МАГ"
"20200176";"1";"Институт математики и информационных технологий ";"Прикладная математика и информатика ";"БЮДЖ";"Очная";"68";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200177";"1";"Институт математики и информационных технологий ";"Фундаментальные математика и механика (профиль: Фундаментальная математика)";"БЮДЖ";"Очная";"17";"Математика";"С";"2020075";"02";"1";"СПЕЦ"
"20200178";"1";"Факультет компьютерных наук";"Математика и компьютерные науки (профиль: Вычислительные, программные, информационные системы и компьютерные технологии)";"БЮДЖ";"Очная";"11";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200179";"1";"Факультет компьютерных наук";"Компьютерная безопасность  (специализация: Анализ безопасности компьютерных систем)";"БЮДЖ";"Очная";"38";"Информатика и ИКТ";"С";"2020072";"12";"1";"СПЕЦ"
"20200180";"1";"Факультет компьютерных наук";"Информационная безопасность  (профиль: Безопасность компьютерных систем)";"БЮДЖ";"Очная";"17";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200181";"1";"Факультет компьютерных наук";"Информатика и вычислительная техника  (профиль: Компьютерные сети и телекоммуникации)";"БЮДЖ";"Очная";"25";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200182";"1";"Факультет компьютерных наук";"Прикладная информатика  (профиль: Прикладная информатика в информационной сфере)";"БЮДЖ";"Очная";"25";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200183";"1";"Факультет компьютерных наук";"Социология";"БЮДЖ";"Очная";"13";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200184";"1";"Физический факультет ";"Прикладные математика и физика  (профиль: Вычислительная физика и информационные технологии)";"БЮДЖ";"Очная";"21";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200185";"1";"Физический факультет ";"Физика (профиль: Физика высоких технологий)";"БЮДЖ";"Очная";"20";"Физика";"Б";"2020086";"03";"1";"БАК"
"20200186";"1";"Физический факультет ";"Радиофизика (профиль: Информационные процессы и системы)";"БЮДЖ";"Очная";"20";"Физика";"Б";"2020086";"03";"1";"БАК"
"20200187";"1";"Физический факультет ";"Биотехнические системы и технологии (профиль: Биотехнические системы и технологии в медицине и экологии)";"БЮДЖ";"Очная";"14";"Физика";"Б";"2020086";"03";"1";"БАК"
"20200188";"1";"Химический факультет";"Химия (профили: Аналитическая химия; Неорганическая химия; Органическая химия)";"БЮДЖ";"Очная";"45";"Химия";"Б";"2020087";"04";"1";"БАК"
"20200189";"1";"Химический факультет";"Химическая технология (профиль: Химическая технология природных энергоносителей и углеродных материалов)";"БЮДЖ";"Очная";"12";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200190";"1";"Химический факультет";"Экология и природопользование (профиль: Урбоэкология)";"БЮДЖ";"Очная";"15";"География";"Б";"2020070";"13";"1";"БАК"
"20200191";"1";"Факультет иностранных языков";"Лингвистика (профили: Перевод и переводоведение, Теория и методика преподавания иностранных языков и культур)";"БЮДЖ";"Очная";"6";"Английский язык";"Б";"2020088";"08";"1";"БАК"
"20200192";"1";"Исторический факультет";"Социальная работа";"БЮДЖ";"Очная";"15";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200193";"1";"Исторический факультет";"Политология";"БЮДЖ";"Очная";"8";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200194";"1";"Исторический факультет";"Международные отношения";"БЮДЖ";"Очная";"8";"История";"Б";"2020073";"06";"1";"БАК"
"20200195";"1";"Исторический факультет";"История";"БЮДЖ";"Очная";"20";"История";"Б";"2020073";"06";"1";"БАК"
"20200196";"1";"Исторический факультет";"Антропология и этнология";"БЮДЖ";"Очная";"13";"История";"Б";"2020073";"06";"1";"БАК"
"20200197";"1";"Исторический факультет";"Музеология и охрана объектов культурного и природного наследия";"БЮДЖ";"Очная";"15";"История";"Б";"2020073";"06";"1";"БАК"
"20200198";"1";"Факультет культуры и искусств";"Режиссура театрализованных представлений и праздников";"БЮДЖ";"Очная";"13";"Творческое испытание. Основы режиссуры";"Б";"2020081";"00";"1";"БАК"
"20200199";"1";"Факультет культуры и искусств";"Хореографическое искусство";"БЮДЖ";"Очная";"10";"Творческое испытание. Основы хореографического искусства";"Б";"2020083";"00";"1";"БАК"
"20200200";"1";"Факультет культуры и искусств";"Театроведение";"БЮДЖ";"Очная";"7";"Творческое испытание. Основы театрального искусства";"Б";"2020082";"00";"1";"БАК"
"20200201";"1";"Факультет культуры и искусств";"Актерское искусство (специализации: Артист драматического театра и кино; Артист музыкального театра)";"БЮДЖ";"Очная";"13";"Творческое испытание. Основы театрального искусства";"С";"2020082";"00";"1";"СПЕЦ"
"20200202";"1";"Факультет культуры и искусств";"Музыкальное искусство эстрады (профиль: Эстрадно-джазовое пение)";"БЮДЖ";"Очная";"4";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200203";"1";"Факультет культуры и искусств";"Музыкально-инструментальное искусство (профили: Фортепиано; Баян, аккордеон и струнные щипковые инструменты)";"БЮДЖ";"Очная";"9";"Творческое испытание. Специальный инструмент и основы музыкознания";"Б";"2020085";"00";"1";"БАК"
"20200204";"1";"Факультет культуры и искусств";"Вокальное искусство (профиль: Академическое пение)";"БЮДЖ";"Очная";"4";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200205";"1";"Факультет культуры и искусств";"Искусство народного пения (профиль: Хоровое народное пение)";"БЮДЖ";"Очная";"4";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200206";"1";"Факультет культуры и искусств";"Дирижирование (профиль: Дирижирование академическим хором)";"БЮДЖ";"Очная";"6";"Творческое испытание. Дирижирование";"Б";"2020079";"00";"1";"БАК"
"20200207";"1";"Факультет культуры и искусств";"Музыкознание и музыкально-прикладное искусство (профиль: Музыкальная педагогика)";"БЮДЖ";"Очная";"5";"Творческое испытание. Специальный инструмент и основы музыкознания";"Б";"2020085";"00";"1";"БАК"
"20200208";"1";"Факультет культуры и искусств";"Режиссура кино и телевидения (специализация: Режиссер мультимедиа, педагог)";"БЮДЖ";"Очная";"9";"Творческое испытание. Основы кино-,фото-, видеотворчества";"С";"2020080";"00";"1";"СПЕЦ"
"20200209";"1";"Экономический факультет";"Экономика (профили: Мировая экономика, Цифровая экономика)";"БЮДЖ";"Очная";"5";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200210";"1";"Экономический факультет";"Менеджмент (профили: Интернет-маркетинг, Маркетинг)";"БЮДЖ";"Очная";"5";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200211";"1";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью (профиль: Реклама и связи с общественностью в коммерческой сфере)";"БЮДЖ";"Очная";"4";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200212";"1";"Факультет психологии ";"Организация работы с молодежью (профиль: Социально-гуманитарные технологии сопровождения молодежных инициатив)";"БЮДЖ";"Очная";"12";"История";"Б";"2020073";"06";"1";"БАК"
"20200213";"1";"Факультет теологии, философии и мировых культур";"Прикладная этика (профиль: Бизнес-этика)";"БЮДЖ";"Очная";"11";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200214";"1";"Факультет теологии, философии и мировых культур";"Теология";"БЮДЖ";"Очная";"26";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200215";"1";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) (профиль: Лечебная физическая культура)";"БЮДЖ";"Очная";"18";"Профессиональное испытание. Физическая культура";"Б";"2020077";"00";"1";"БАК"
"20200216";"1";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью (профиль: Современные медиатехнологии)";"БЮДЖ";"Очная";"8";"Русский язык";"Б";"2020078";"01";"1";"БАК"
"20200217";"1";"Факультет филологии и медиакоммуникаций";"Журналистика";"БЮДЖ";"Очная";"8";"Литература";"Б";"2020074";"07";"1";"БАК"
"20200218";"1";"Факультет филологии и медиакоммуникаций";"Филология";"БЮДЖ";"Очная";"5";"Литература";"Б";"2020074";"07";"1";"БАК"
"20200219";"1";"Факультет филологии и медиакоммуникаций";"Туризм (профиль: Туризм и переводческая деятельность)";"БЮДЖ";"Очная";"16";"Русский язык";"Б";"2020078";"01";"1";"БАК"
"20200220";"1";"Факультет филологии и медиакоммуникаций";"Библиотечно-информационная деятельность (профиль: Информационно-аналитическая деятельность)";"БЮДЖ";"Очная";"15";"Литература";"Б";"2020074";"07";"1";"БАК"
"20200221";"1";"Экономический факультет";"Экономика (профили: Финансы и кредит; Налоги и налогообложение; Бухгалтерский учет, анализ и аудит)";"БЮДЖ";"Очная";"13";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200222";"1";"Экономический факультет";"Менеджмент (профили: Управление проектами и процессами развития организаций; Менеджмент организации)";"БЮДЖ";"Очная";"8";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200223";"1";"Экономический факультет";"Управление персоналом";"БЮДЖ";"Очная";"5";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200224";"1";"Экономический факультет";"Государственное и муниципальное управление";"БЮДЖ";"Очная";"4";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200225";"1";"Экономический факультет";"Бизнес-информатика";"БЮДЖ";"Очная";"4";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200226";"1";"Юридический факультет ";"Юриспруденция (профили: Государственно-правовой; Гражданско-правовой профиль; Уголовно-правовой профиль)";"БЮДЖ";"Очная";"19";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200227";"1";"Юридический факультет ";"Судебная и прокурорская деятельность (специализация: Судебная деятельность)";"БЮДЖ";"Очная";"5";"Обществознание";"С";"2020076";"11";"1";"СПЕЦ"
"20200228";"1";"Юридический факультет ";"Судебная и прокурорская деятельность (специализация: Прокурорская деятельность)";"БЮДЖ";"Очная";"8";"Обществознание";"С";"2020076";"11";"1";"СПЕЦ"
"20200229";"3";"Институт математики и информационных технологий ";"Прикладная математика и информатика ";"ПЛАТ";"Очная";"50";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200230";"3";"Институт математики и информационных технологий ";"Фундаментальные математика и механика (профиль: Фундаментальная математика)";"ПЛАТ";"Очная";"20";"Математика";"С";"2020075";"02";"1";"СПЕЦ"
"20200231";"3";"Факультет компьютерных наук";"Математика и компьютерные науки (профиль: Вычислительные, программные, информационные системы и компьютерные технологии)";"ПЛАТ";"Очная";"30";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200232";"3";"Факультет компьютерных наук";"Компьютерная безопасность  (специализация: Анализ безопасности компьютерных систем)";"ПЛАТ";"Очная";"30";"Информатика и ИКТ";"С";"2020072";"12";"1";"СПЕЦ"
"20200233";"3";"Факультет компьютерных наук";"Информационная безопасность  (профиль: Безопасность компьютерных систем)";"ПЛАТ";"Очная";"30";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200234";"3";"Факультет компьютерных наук";"Информатика и вычислительная техника  (профиль: Компьютерные сети и телекоммуникации)";"ПЛАТ";"Очная";"30";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200235";"3";"Факультет компьютерных наук";"Прикладная информатика  (профиль: Прикладная информатика в информационной сфере)";"ПЛАТ";"Очная";"30";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200236";"3";"Факультет компьютерных наук";"Социология";"ПЛАТ";"Очная";"30";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200237";"3";"Физический факультет ";"Прикладные математика и физика  (профиль: Вычислительная физика и информационные технологии)";"ПЛАТ";"Очная";"15";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200238";"3";"Физический факультет ";"Физика (профиль: Физика высоких технологий)";"ПЛАТ";"Очная";"15";"Физика";"Б";"2020086";"03";"1";"БАК"
"20200239";"3";"Физический факультет ";"Радиофизика (профиль: Информационные процессы и системы)";"ПЛАТ";"Очная";"15";"Физика";"Б";"2020086";"03";"1";"БАК"
"20200240";"3";"Физический факультет ";"Биотехнические системы и технологии (профиль: Биотехнические системы и технологии в медицине и экологии)";"ПЛАТ";"Очная";"30";"Физика";"Б";"2020086";"03";"1";"БАК"
"20200241";"3";"Химический факультет";"Химия (профили: Аналитическая химия; Неорганическая химия; Органическая химия)";"ПЛАТ";"Очная";"50";"Химия";"Б";"2020087";"04";"1";"БАК"
"20200242";"3";"Химический факультет";"Химическая технология (профиль: Химическая технология природных энергоносителей и углеродных материалов)";"ПЛАТ";"Очная";"50";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200243";"3";"Химический факультет";"Экология и природопользование (профиль: Урбоэкология)";"ПЛАТ";"Очная";"30";"География";"Б";"2020070";"13";"1";"БАК"
"20200244";"3";"Факультет иностранных языков";"Лингвистика (профили: Перевод и переводоведение, Теория и методика преподавания иностранных языков и культур)";"ПЛАТ";"Очная";"150";"Английский язык";"Б";"2020088";"08";"1";"БАК"
"20200245";"3";"Исторический факультет";"Социальная работа";"ПЛАТ";"Очная";"30";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200246";"3";"Исторический факультет";"Политология";"ПЛАТ";"Очная";"50";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200247";"3";"Исторический факультет";"Международные отношения";"ПЛАТ";"Очная";"75";"История";"Б";"2020073";"06";"1";"БАК"
"20200248";"3";"Исторический факультет";"История";"ПЛАТ";"Очная";"50";"История";"Б";"2020073";"06";"1";"БАК"
"20200249";"3";"Исторический факультет";"Антропология и этнология";"ПЛАТ";"Очная";"50";"История";"Б";"2020073";"06";"1";"БАК"
"20200250";"3";"Исторический факультет";"Музеология и охрана объектов культурного и природного наследия";"ПЛАТ";"Очная";"50";"История";"Б";"2020073";"06";"1";"БАК"
"20200251";"3";"Факультет культуры и искусств";"Народная художественная культура (профиль: Руководство студией кино-, фото-, видеотворчества)";"ПЛАТ";"Очная";"30";"Творческое испытание. Основы кино-,фото-, видеотворчества";"Б";"2020080";"00";"1";"БАК"
"20200252";"3";"Факультет культуры и искусств";"Социально-культурная деятельность (профиль: Менеджмент в социально-культурной деятельности)";"ПЛАТ";"Очная";"30";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200253";"3";"Факультет культуры и искусств";"Режиссура театрализованных представлений и праздников";"ПЛАТ";"Очная";"30";"Творческое испытание. Основы режиссуры";"Б";"2020081";"00";"1";"БАК"
"20200254";"3";"Факультет культуры и искусств";"Хореографическое искусство";"ПЛАТ";"Очная";"30";"Творческое испытание. Основы хореографического искусства";"Б";"2020083";"00";"1";"БАК"
"20200255";"3";"Факультет культуры и искусств";"Театроведение";"ПЛАТ";"Очная";"30";"Творческое испытание. Основы театрального искусства";"Б";"2020082";"00";"1";"БАК"
"20200256";"3";"Факультет культуры и искусств";"Актерское искусство (специализации: Артист драматического театра и кино; Артист музыкального театра)";"ПЛАТ";"Очная";"50";"Творческое испытание. Основы театрального искусства";"С";"2020082";"00";"1";"СПЕЦ"
"20200257";"3";"Факультет культуры и искусств";"Музыкальное искусство эстрады (профиль: Эстрадно-джазовое пение)";"ПЛАТ";"Очная";"30";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200258";"3";"Факультет культуры и искусств";"Музыкально-инструментальное искусство (профили: Фортепиано; Баян, аккордеон и струнные щипковые инструменты)";"ПЛАТ";"Очная";"30";"Творческое испытание. Специальный инструмент и основы музыкознания";"Б";"2020085";"00";"1";"БАК"
"20200259";"3";"Факультет культуры и искусств";"Вокальное искусство (профиль: Академическое пение)";"ПЛАТ";"Очная";"30";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200260";"3";"Факультет культуры и искусств";"Искусство народного пения (профиль: Хоровое народное пение)";"ПЛАТ";"Очная";"30";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200261";"3";"Факультет культуры и искусств";"Дирижирование (профиль: Дирижирование академическим хором)";"ПЛАТ";"Очная";"30";"Творческое испытание. Дирижирование";"Б";"2020079";"00";"1";"БАК"
"20200262";"3";"Факультет культуры и искусств";"Музыкознание и музыкально-прикладное искусство (профиль: Музыкальная педагогика)";"ПЛАТ";"Очная";"30";"Творческое испытание. Специальный инструмент и основы музыкознания";"Б";"2020085";"00";"1";"БАК"
"20200263";"3";"Факультет культуры и искусств";"Режиссура кино и телевидения (специализация: Режиссер мультимедиа, педагог)";"ПЛАТ";"Очная";"30";"Творческое испытание. Основы кино-,фото-, видеотворчества";"С";"2020080";"00";"1";"СПЕЦ"
"20200264";"3";"Экономический факультет";"Экономика (профили: Мировая экономика, Цифровая экономика)";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200265";"3";"Экономический факультет";"Менеджмент (профили: Интернет-маркетинг, Маркетинг)";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200266";"3";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью (профиль: Реклама и связи с общественностью в коммерческой сфере)";"ПЛАТ";"Очная";"150";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200267";"3";"Факультет психологии ";"Психология";"ПЛАТ";"Очная";"75";"Биология";"Б";"2020069";"05";"1";"БАК"
"20200268";"3";"Факультет психологии ";"Организация работы с молодежью (профиль: Социально-гуманитарные технологии сопровождения молодежных инициатив)";"ПЛАТ";"Очная";"50";"История";"Б";"2020073";"06";"1";"БАК"
"20200269";"3";"Факультет теологии, философии и мировых культур";"Прикладная этика (профиль: Бизнес-этика)";"ПЛАТ";"Очная";"30";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200270";"3";"Факультет теологии, философии и мировых культур";"Теология";"ПЛАТ";"Очная";"30";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200271";"3";"Факультет физической культуры, реабилитации и спорта";"Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) (профиль: Лечебная физическая культура)";"ПЛАТ";"Очная";"25";"Профессиональное испытание. Физическая культура";"Б";"2020077";"00";"1";"БАК"
"20200272";"3";"Факультет филологии и медиакоммуникаций";"Реклама и связи с общественностью (профиль: Современные медиатехнологии)";"ПЛАТ";"Очная";"50";"Русский язык";"Б";"2020078";"01";"1";"БАК"
"20200273";"3";"Факультет филологии и медиакоммуникаций";"Журналистика";"ПЛАТ";"Очная";"75";"Литература";"Б";"2020074";"07";"1";"БАК"
"20200274";"3";"Факультет филологии и медиакоммуникаций";"Филология";"ПЛАТ";"Очная";"35";"Литература";"Б";"2020074";"07";"1";"БАК"
"20200275";"3";"Факультет филологии и медиакоммуникаций";"Туризм (профиль: Туризм и переводческая деятельность)";"ПЛАТ";"Очная";"50";"Русский язык";"Б";"2020078";"01";"1";"БАК"
"20200276";"3";"Факультет филологии и медиакоммуникаций";"Библиотечно-информационная деятельность (профиль: Информационно-аналитическая деятельность)";"ПЛАТ";"Очная";"50";"Литература";"Б";"2020074";"07";"1";"БАК"
"20200277";"3";"Экономический факультет";"Экономика (профили: Финансы и кредит; Налоги и налогообложение; Бухгалтерский учет, анализ и аудит)";"ПЛАТ";"Очная";"200";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200278";"3";"Экономический факультет";"Менеджмент (профили: Управление проектами и процессами развития организаций; Менеджмент организации)";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200279";"3";"Экономический факультет";"Управление персоналом";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200280";"3";"Экономический факультет";"Государственное и муниципальное управление";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200281";"3";"Экономический факультет";"Бизнес-информатика";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200282";"3";"Экономический факультет";"Инноватика (профиль: Предпринимательство в сфере современных технологий)";"ПЛАТ";"Очная";"150";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200283";"3";"Юридический факультет ";"Юриспруденция (профили: Государственно-правовой; Гражданско-правовой профиль; Уголовно-правовой профиль)";"ПЛАТ";"Очная";"350";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200284";"3";"Юридический факультет ";"Судебная и прокурорская деятельность (специализация: Судебная деятельность)";"ПЛАТ";"Очная";"200";"Обществознание";"С";"2020076";"11";"1";"СПЕЦ"
"20200285";"3";"Юридический факультет ";"Судебная и прокурорская деятельность (специализация: Прокурорская деятельность)";"ПЛАТ";"Очная";"200";"Обществознание";"С";"2020076";"11";"1";"СПЕЦ"
"20200286";"1";"Юридический факультет ";"Юриспруденция (профили: Государственно-правовой; Гражданско-правовой профиль; Уголовно-правовой профиль)";"БЮДЖ";"Очно-заочная";"19";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200287";"3";"Факультет психологии ";"Психология";"ПЛАТ";"Очно-заочная";"75";"Биология";"Б";"2020069";"05";"1";"БАК"
"20200288";"3";"Юридический факультет ";"Юриспруденция (профили: Государственно-правовой; Гражданско-правовой профиль; Уголовно-правовой профиль)";"ПЛАТ";"Очно-заочная";"200";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200289";"3";"Юридический факультет ";"Судебная и прокурорская деятельность (специализация: Судебная деятельность)";"ПЛАТ";"Очно-заочная";"150";"Обществознание";"С";"2020076";"11";"1";"СПЕЦ"
"20200290";"3";"Юридический факультет ";"Судебная и прокурорская деятельность (специализация: Прокурорская деятельность)";"ПЛАТ";"Очно-заочная";"150";"Обществознание";"С";"2020076";"11";"1";"СПЕЦ"
"20200291";"1";"Исторический факультет";"Педагогическое образование (с двумя профилями подготовки) (профиль: Педагогическое образование.История и обществознание)";"БЮДЖ";"Заочная";"21";"История";"Б";"2020073";"06";"1";"БАК"
"20200292";"3";"Факультет компьютерных наук";"Информатика и вычислительная техника  (профиль: Компьютерные сети и телекоммуникации)";"ПЛАТ";"Заочная";"150";"Информатика и ИКТ";"Б";"2020072";"12";"1";"БАК"
"20200293";"3";"Химический факультет";"Химическая технология (профиль: Химическая технология природных энергоносителей и углеродных материалов)";"ПЛАТ";"Заочная";"75";"Математика";"Б";"2020075";"02";"1";"БАК"
"20200294";"3";"Исторический факультет";"Социальная работа";"ПЛАТ";"Заочная";"75";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200295";"3";"Исторический факультет";"Педагогическое образование (с двумя профилями подготовки) (профиль: Педагогическое образование.История и обществознание)";"ПЛАТ";"Заочная";"30";"История";"Б";"2020073";"06";"1";"БАК"
"20200296";"3";"Исторический факультет";"История";"ПЛАТ";"Заочная";"30";"История";"Б";"2020073";"06";"1";"БАК"
"20200297";"3";"Исторический факультет";"Документоведение и архивоведение";"ПЛАТ";"Заочная";"50";"История";"Б";"2020073";"06";"1";"БАК"
"20200298";"3";"Факультет культуры и искусств";"Народная художественная культура (профиль: Руководство студией кино-, фото-, видеотворчества)";"ПЛАТ";"Заочная";"30";"Творческое испытание. Основы кино-,фото-, видеотворчества";"Б";"2020080";"00";"1";"БАК"
"20200299";"3";"Факультет культуры и искусств";"Социально-культурная деятельность (профиль: Менеджмент в социально-культурной деятельности)";"ПЛАТ";"Заочная";"30";"Обществознание";"Б";"2020076";"11";"1";"БАК"
"20200300";"3";"Факультет культуры и искусств";"Режиссура театрализованных представлений и праздников";"ПЛАТ";"Заочная";"30";"Творческое испытание. Основы режиссуры";"Б";"2020081";"00";"1";"БАК"
"20200301";"3";"Факультет культуры и искусств";"Хореографическое искусство";"ПЛАТ";"Заочная";"30";"Творческое испытание. Основы хореографического искусства";"Б";"2020083";"00";"1";"БАК"
"20200302";"3";"Факультет культуры и искусств";"Музыкальное искусство эстрады (профиль: Эстрадно-джазовое пение)";"ПЛАТ";"Заочная";"30";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200303";"3";"Факультет культуры и искусств";"Вокальное искусство (профиль: Академическое пение)";"ПЛАТ";"Заочная";"30";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
"20200304";"3";"Факультет культуры и искусств";"Искусство народного пения (профиль: Хоровое народное пение)";"ПЛАТ";"Заочная";"30";"Творческое испытание. Сольное пение";"Б";"2020084";"00";"1";"БАК"
